fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,wine_type,quality_category,total_acidity,bound_sulfur_dioxide,sugar_to_alcohol,density_alcohol_ratio,free_sulfur_ratio,acidity_to_pH,wine_type_encoded,quality_category_encoded
7.8,0.61,0.29,1.6,0.10800000000000001,9.0,29.0,0.9974,3.26,0.855,9.1,5,red,medium,8.41,20.0,0.17580485660916387,0.10959235248873751,0.31033412640943414,2.578963508126342,0,2
8.9,0.62,0.18,3.8,0.10800000000000001,52.0,145.0,0.9986,3.16,0.855,9.2,5,red,medium,9.52,93.0,0.4129985871100968,0.10853168133898491,0.3586182164260936,3.0117051565960136,0,2
8.9,0.62,0.19,3.9,0.10800000000000001,51.0,148.0,0.9986,3.17,0.855,9.2,5,red,medium,9.52,97.0,0.4238669709814151,0.10853168133898491,0.34459226626847117,3.002207505518764,0,2
8.5,0.28,0.56,1.8,0.092,35.0,103.0,0.9969,3.3,0.75,10.5,7,red,high,8.78,68.0,0.1714122464527188,0.09493381582706409,0.3398025261890661,2.659800060587701,0,0
8.1,0.56,0.28,1.7,0.10800000000000001,16.0,56.0,0.9968,3.11,0.855,9.3,5,red,medium,8.66,40.0,0.18277604558649607,0.10717127190624665,0.28570918376457566,2.7836708453873356,0,2
7.4,0.59,0.08,4.4,0.086,6.0,29.0,0.9974,3.38,0.5,9.0,4,red,low,7.99,23.0,0.48883457393622937,0.11080991000999889,0.20688941760628943,2.363206152026028,0,1
7.9,0.32,0.51,1.8,0.10800000000000001,17.0,56.0,0.9969,3.04,0.855,9.2,6,red,medium,8.22,39.0,0.19563090968373006,0.1083469188131725,0.30356600774986164,2.703058204537981,0,2
8.9,0.22,0.48,1.8,0.077,29.0,60.0,0.9968,3.39,0.53,9.4,6,red,medium,9.120000000000001,31.0,0.1914689926603553,0.1060312732688012,0.48332527791203483,2.6894721321144206,0,2
7.6,0.39,0.31,2.3,0.082,23.0,71.0,0.9982,3.52,0.65,9.7,5,red,medium,7.989999999999999,48.0,0.23708895990104115,0.10289660859705187,0.3239390994493035,2.269241692700937,0,2
7.9,0.43,0.21,1.6,0.106,10.0,37.0,0.9966,3.17,0.855,9.5,5,red,medium,8.33,27.0,0.16840332596568783,0.1048942216608778,0.2702629658657874,2.6269315673289184,0,2
8.5,0.49,0.11,2.3,0.084,9.0,67.0,0.9968,3.17,0.53,9.4,5,red,medium,8.99,58.0,0.2446548239548984,0.1060312732688012,0.13432635333800988,2.8350678019552196,0,2
6.9,0.4,0.14,2.4,0.085,21.0,40.0,0.9968,3.43,0.63,9.7,6,red,medium,7.300000000000001,19.0,0.2473971755489125,0.10275229357798167,0.5249868753281168,2.127659574468085,0,2
6.3,0.39,0.16,1.4,0.08,11.0,23.0,0.9955,3.34,0.56,9.3,5,red,medium,6.6899999999999995,12.0,0.15052144930652617,0.10703150198903344,0.4782400765184122,2.002394492666866,0,2
7.6,0.41,0.24,1.8,0.08,4.0,11.0,0.9962,3.28,0.59,9.5,5,red,medium,8.01,7.0,0.1894537417113988,0.10485212082938639,0.36360330879011,2.4413288631514782,0,2
7.1,0.6799999999999999,0.0,1.9,0.08,14.0,35.0,0.9972,3.47,0.55,9.4,5,red,medium,7.81,21.0,0.2021061589192639,0.10607382193383683,0.3999885717550927,2.250072025352924,0,2
7.8,0.645,0.0,2.0,0.082,8.0,16.0,0.9964,3.38,0.59,9.8,6,red,medium,8.445,8.0,0.2040608101214162,0.10166309560248954,0.4999687519530029,2.497781721384206,0,2
6.7,0.675,0.07,2.4,0.089,17.0,82.0,0.9958,3.35,0.54,10.1,5,red,medium,7.375,65.0,0.2376002376002376,0.0985842985842986,0.20731454494457383,2.2008355714712025,0,2
6.9,0.6799999999999999,0.0,2.5,0.105,22.0,37.0,0.9966,3.46,0.57,10.6,6,red,medium,7.585000000000001,15.0,0.23582680879162346,0.09400999905669277,0.5736533145840597,2.1915631320427624,0,2
8.3,0.655,0.12,2.3,0.083,15.0,113.0,0.9966,3.17,0.66,9.8,5,red,medium,8.955,98.0,0.2346699316396286,0.10168350168350168,0.132742188122229,2.8240302743614003,0,2
6.9,0.605,0.12,10.7,0.073,40.0,83.0,0.9993,3.45,0.52,9.4,6,red,medium,7.505000000000001,43.0,1.1381767897032231,0.1062972024252739,0.48192190455536676,2.1747319617502177,0,2
5.2,0.32,0.25,1.8,0.103,13.0,50.0,0.9957,3.38,0.55,9.2,5,red,medium,5.5200000000000005,37.0,0.19563090968373006,0.10821649820671668,0.25999480010399795,1.63265306122449,0,2
7.8,0.645,0.0,5.5,0.086,5.0,18.0,0.9986,3.4,0.55,9.6,6,red,medium,8.445,13.0,0.5728569940631185,0.10400999895844185,0.2777623465363035,2.4830932078800356,0,2
7.8,0.6,0.14,2.4,0.086,3.0,15.0,0.9975,3.42,0.6,10.8,6,red,medium,8.4,12.0,0.22220164799555595,0.09235255994815295,0.1999866675554963,2.45542239111371,0,2
8.1,0.38,0.28,2.1,0.066,13.0,30.0,0.9968,3.23,0.73,9.7,7,red,high,8.48,17.0,0.21647252860529845,0.10275229357798167,0.4333188893703543,2.624574435159394,0,0
5.7,0.6799999999999999,0.09,1.5,0.10800000000000001,7.0,19.0,0.994,3.5,0.48,9.8,4,red,low,6.83,12.0,0.15304560759106214,0.10141822263034384,0.3684016630703647,1.9508711796629534,0,1
7.3,0.45,0.36,5.9,0.074,12.0,87.0,0.9978,3.33,0.83,10.5,5,red,medium,7.75,75.0,0.5618512522616894,0.09501952195029045,0.1379294490867921,2.3266286400480336,0,2
8.8,0.61,0.3,2.8,0.088,17.0,46.0,0.9976,3.26,0.51,9.3,4,red,low,9.41,29.0,0.30104289861305233,0.10725728416299322,0.3695571835394883,2.885617908616989,0,1
7.5,0.49,0.2,2.6,0.10800000000000001,8.0,14.0,0.9968,3.21,0.855,10.5,6,red,medium,7.99,6.0,0.2475954670983716,0.09492429292448339,0.5713877580172845,2.4883213952039864,0,2
8.1,0.66,0.22,2.2,0.069,9.0,23.0,0.9968,3.3,0.855,10.3,5,red,medium,8.76,14.0,0.213571497912824,0.09676730414522862,0.39128733533324633,2.653741290518025,0,2
6.8,0.67,0.02,1.8,0.05,5.0,11.0,0.9962,3.48,0.52,9.5,5,red,medium,7.47,6.0,0.1894537417113988,0.10485212082938639,0.4545041359876375,2.1459350761275497,0,2
4.6,0.52,0.15,2.1,0.054,8.0,65.0,0.9934,3.9,0.56,13.1,4,red,low,5.119999999999999,57.0,0.16029310739638197,0.07582627280360278,0.12307502961492899,1.3245650739519383,0,1
7.7,0.6799999999999999,0.43,2.2,0.10800000000000001,22.0,114.0,0.997,3.25,0.73,9.2,5,red,medium,8.635,92.0,0.23910444516900342,0.10835778719704381,0.19298076332663747,2.6561058135958167,0,2
8.7,0.29,0.52,1.6,0.10800000000000001,12.0,37.0,0.9969,3.25,0.58,9.5,5,red,medium,8.989999999999998,25.0,0.16840332596568783,0.10492579728449637,0.32431555903894493,2.7653029836973233,0,2
6.4,0.4,0.23,1.6,0.066,5.0,12.0,0.9958,3.34,0.56,9.2,5,red,medium,6.800000000000001,7.0,0.1738941419410934,0.108227366590588,0.41663194733772185,2.035318766836277,0,2
5.6,0.31,0.37,1.4,0.074,12.0,96.0,0.9954,3.32,0.58,9.2,5,red,medium,5.909999999999999,84.0,0.1521573741984567,0.10818389305510272,0.12499869793022989,1.7795844625112918,0,2
8.8,0.66,0.26,1.7,0.074,4.0,23.0,0.9971,3.15,0.74,9.2,5,red,medium,9.46,19.0,0.1847625258124117,0.10836865558091513,0.1739054823703317,3.002221516978737,0,2
6.6,0.52,0.04,2.2,0.069,8.0,15.0,0.9956,3.4,0.63,9.4,6,red,medium,7.119999999999999,7.0,0.2340176576959898,0.10590362727369429,0.5332977801479901,2.0935019112025874,0,2
6.6,0.5,0.04,2.1,0.068,6.0,14.0,0.9955,3.39,0.64,9.4,6,red,medium,7.1,8.0,0.22338049143708116,0.10589299010743539,0.4285408185129634,2.0937776467118843,0,2
8.6,0.38,0.36,3.0,0.081,30.0,119.0,0.997,3.2,0.56,9.4,5,red,medium,8.98,89.0,0.31911498776725883,0.106052547601319,0.2520987218594802,2.8053733208372384,0,2
7.6,0.51,0.15,2.8,0.10800000000000001,33.0,73.0,0.9955,3.17,0.63,10.2,6,red,medium,8.11,40.0,0.27448289383393787,0.097588471718459,0.45204860207394415,2.5575528224534847,0,2
7.7,0.62,0.04,3.8,0.084,25.0,45.0,0.9978,3.34,0.53,9.5,5,red,medium,8.32,20.0,0.3999578991685086,0.10502052415535208,0.5555432101508856,2.4902723735408565,0,2
9.65,0.42,0.57,3.4,0.07,4.0,10.0,0.9971,3.04,0.63,9.6,5,red,medium,10.165,6.0,0.3541297781481096,0.10385376523278826,0.3999600039996001,3.287437887356215,0,2
7.5,0.63,0.12,5.1,0.10800000000000001,50.0,110.0,0.9983,3.26,0.77,9.4,5,red,medium,8.13,60.0,0.5424954792043399,0.10619083076268482,0.454541322351615,2.493100275988961,0,2
7.8,0.59,0.18,2.3,0.076,17.0,54.0,0.9975,3.43,0.59,10.0,5,red,medium,8.39,37.0,0.22997700229977003,0.09974002599740027,0.31480898501879595,2.4453512095598953,0,2
7.3,0.39,0.31,2.4,0.074,9.0,46.0,0.9962,3.41,0.54,9.4,6,red,medium,7.6899999999999995,37.0,0.25529199021380705,0.10596745027124774,0.19564792069737616,2.2544708296687186,0,2
8.8,0.4,0.4,2.2,0.079,19.0,52.0,0.998,3.44,0.64,9.2,5,red,medium,9.200000000000001,33.0,0.23910444516900342,0.108466471035757,0.3653775888925213,2.6736413833188033,0,2
7.7,0.6799999999999999,0.49,1.8,0.10800000000000001,20.0,112.0,0.9968,3.21,0.71,9.3,5,red,medium,8.39,92.0,0.19352757767981937,0.10717127190624665,0.17856983419790895,2.6128931796947996,0,2
7.5,0.52,0.16,1.9,0.085,12.0,35.0,0.9968,3.38,0.62,9.5,7,red,high,8.02,23.0,0.1999789495842543,0.10491527207662352,0.3428473472186509,2.3720792664892043,0,0
7.0,0.6799999999999999,0.05,2.0,0.081,13.0,54.0,0.9966,3.39,0.57,9.8,5,red,medium,7.735,41.0,0.2040608101214162,0.10168350168350168,0.2407362826614322,2.281038041875553,0,2
7.2,0.6799999999999999,0.05,4.65,0.086,4.0,11.0,0.9962,3.41,0.39,10.9,5,red,medium,7.925,7.0,0.4265663700577929,0.09138611136592974,0.36360330879011,2.32336558194078,0,2
7.5,0.52,0.11,1.5,0.079,11.0,39.0,0.9968,3.42,0.58,9.6,5,red,medium,8.02,28.0,0.15623372565357777,0.10382251848765754,0.28204405015256023,2.344343759134756,0,2
6.6,0.6799999999999999,0.07,1.6,0.076,6.0,15.0,0.9962,3.44,0.58,10.7,5,red,medium,7.305,9.0,0.14951873656667602,0.09309410335482667,0.3999733351109926,2.122929380993897,0,2
9.3,0.32,0.57,2.0,0.074,27.0,65.0,0.9969,3.28,0.79,10.7,5,red,medium,9.620000000000001,38.0,0.18689842070834503,0.09315951780207458,0.41537822495038534,2.932032916793661,0,2
8.0,0.6799999999999999,0.05,1.9,0.074,8.0,19.0,0.9962,3.34,0.855,10.5,6,red,medium,8.705,11.0,0.1809351490334254,0.09486715550899914,0.4210304720804168,2.6055073331337923,0,2
7.7,0.63,0.08,1.9,0.076,15.0,27.0,0.9967,3.32,0.54,9.5,6,red,medium,8.33,12.0,0.1999789495842543,0.10490474686875066,0.5555349801859191,2.5082806383619394,0,2
7.7,0.67,0.23,2.1,0.088,17.0,96.0,0.9962,3.32,0.48,9.5,5,red,medium,8.370000000000001,79.0,0.22102936532996528,0.10485212082938639,0.17708148873449234,2.520325203252033,0,2
7.7,0.6799999999999999,0.22,1.9,0.084,18.0,94.0,0.9961,3.31,0.48,9.5,5,red,medium,8.39,76.0,0.1999789495842543,0.10484159562151353,0.19148732460292975,2.53397765025672,0,2
8.3,0.675,0.26,2.1,0.084,11.0,43.0,0.9976,3.31,0.53,9.2,4,red,low,8.975000000000001,32.0,0.2282360612976851,0.10842299750027173,0.25580800446501245,2.7106614315916646,0,1
9.65,0.32,0.54,2.5,0.094,28.0,83.0,0.9984,3.28,0.82,9.6,5,red,medium,10.02,55.0,0.26038954275596293,0.10398916779502136,0.33734533318875676,3.0539469673879918,0,2
8.8,0.41,0.64,2.2,0.093,9.0,42.0,0.9986,3.54,0.66,10.5,5,red,medium,9.21,33.0,0.20950385677554523,0.09509570517093612,0.21428061236637225,2.600960180739904,0,2
6.8,0.6799999999999999,0.0,2.4,0.104,14.0,30.0,0.9966,3.52,0.55,10.7,6,red,medium,7.585,16.0,0.22427810485001404,0.09313148303896833,0.4666511116296123,2.154217551831866,0,2
6.7,0.6799999999999999,0.12,2.0,0.086,12.0,80.0,0.9958,3.38,0.52,10.1,5,red,medium,7.45,68.0,0.19800019800019802,0.0985842985842986,0.1499981250234372,2.20349009168885,0,2
8.3,0.625,0.2,1.5,0.08,27.0,119.0,0.9972,3.16,0.855,9.1,4,red,low,8.925,92.0,0.1648170530710911,0.10957037688166137,0.22688884967353215,2.823473584308763,0,1
6.2,0.45,0.2,1.6,0.069,3.0,15.0,0.9958,3.41,0.56,9.2,5,red,medium,6.65,12.0,0.1738941419410934,0.108227366590588,0.1999866675554963,1.9495749047200235,0,2
7.8,0.43,0.6400000000000001,1.9,0.10800000000000001,22.0,67.0,0.9974,3.13,0.855,9.4,5,red,medium,8.23,45.0,0.2021061589192639,0.10609509626635465,0.3283533081595797,2.6285531778984352,0,2
7.4,0.5,0.47,2.0,0.086,21.0,73.0,0.997,3.36,0.57,9.1,5,red,medium,7.9,52.0,0.2197560707614548,0.10954840127458522,0.28766729222887355,2.3504909253198454,0,2
7.3,0.67,0.26,1.8,0.10800000000000001,16.0,51.0,0.9969,3.16,0.855,9.4,5,red,medium,7.97,35.0,0.1914689926603553,0.1060419104350601,0.3137193388364934,2.5213540018981333,0,2
6.3,0.3,0.48,1.8,0.069,18.0,61.0,0.9959,3.44,0.78,10.3,6,red,medium,6.6,43.0,0.17474031647412872,0.09667993398699155,0.2950771298831167,1.9180470793374018,0,2
6.9,0.55,0.15,2.2,0.076,19.0,40.0,0.9961,3.41,0.59,10.1,5,red,medium,7.45,21.0,0.21780021780021783,0.09861399861399862,0.4749881252968676,2.1841102316036354,0,2
8.6,0.49,0.28,1.9,0.10800000000000001,20.0,136.0,0.9972,2.93,0.855,9.9,6,red,medium,9.09,116.0,0.1918998081001919,0.10071709928290072,0.14705774222248366,3.1013306038894575,0,2
7.7,0.49,0.26,1.9,0.062,9.0,31.0,0.9966,3.39,0.64,9.6,5,red,medium,8.19,22.0,0.19789605249453182,0.10380168732423707,0.29031321570271923,2.4152167502211737,0,2
9.3,0.39,0.44,2.1,0.107,34.0,125.0,0.9978,3.14,0.855,9.5,5,red,medium,9.690000000000001,91.0,0.22102936532996528,0.10502052415535208,0.27199782401740785,3.0850047755491885,0,2
7.0,0.62,0.08,1.8,0.076,8.0,24.0,0.9978,3.48,0.53,9.0,5,red,medium,7.62,16.0,0.1999777802466393,0.11085434951672038,0.333319445023124,2.1890261419132435,0,2
7.9,0.52,0.26,1.9,0.079,42.0,140.0,0.9964,3.23,0.54,9.5,5,red,medium,8.42,98.0,0.1999789495842543,0.1048731712451321,0.29999785715816313,2.6060043330238316,0,2
8.6,0.49,0.29,2.0,0.10800000000000001,19.0,133.0,0.9972,2.93,0.855,9.8,5,red,medium,9.09,114.0,0.2040608101214162,0.10174471992653811,0.14285606875136278,3.1013306038894575,0,2
5.0,0.6799999999999999,0.04,1.4,0.045,41.0,85.0,0.9938,3.75,0.48,10.5,4,red,low,6.02,44.0,0.1333206361298924,0.09463860584706218,0.482347266502747,1.6049053585710475,0,1
4.7,0.6,0.17,2.3,0.058,17.0,106.0,0.9932,3.85,0.6,12.9,6,red,medium,5.3,89.0,0.17828075342996666,0.076986280133323,0.1603758455108914,1.3762659049597508,0,2
6.8,0.6799999999999999,0.0,3.0,0.102,8.0,23.0,0.9965,3.45,0.56,10.7,5,red,medium,7.575,15.0,0.28034763106251753,0.09312213811793292,0.3478109647406634,2.1950159374094467,0,2
7.0,0.5,0.25,2.0,0.07,3.0,22.0,0.9963,3.25,0.63,9.2,5,red,medium,7.5,19.0,0.21736767742636673,0.10828170850994458,0.13635743829825916,2.3069824669332513,0,2
7.6,0.6799999999999999,0.06,2.5,0.079,5.0,10.0,0.9967,3.39,0.56,9.8,5,red,medium,8.5,5.0,0.2550760126517702,0.10169370472400775,0.4999500049995001,2.506635210852256,0,2
8.1,0.545,0.18,1.9,0.08,13.0,35.0,0.9972,3.3,0.59,9.0,6,red,medium,8.645,22.0,0.21108765692700812,0.11078769025663815,0.37141795948687184,2.618903362617389,0,2
8.3,0.61,0.3,2.1,0.084,11.0,50.0,0.9972,3.4,0.61,10.2,6,red,medium,8.91,39.0,0.20586217037545343,0.09775512204685816,0.21999560008799826,2.619817700676272,0,2
7.8,0.5,0.3,1.9,0.075,8.0,22.0,0.9959,3.31,0.56,10.4,6,red,medium,8.3,14.0,0.18267474281319104,0.09575040861455629,0.3636198354620244,2.5067955300513445,0,2
8.1,0.575,0.22,2.1,0.077,12.0,65.0,0.9967,3.29,0.51,9.2,5,red,medium,8.674999999999999,53.0,0.2282360612976851,0.10832518204542986,0.1846125444223935,2.635976906715284,0,2
7.2,0.49,0.24,2.2,0.07,5.0,36.0,0.996,3.33,0.48,9.4,5,red,medium,7.69,31.0,0.2340176576959898,0.10594617593872993,0.13888503097136193,2.3086160312218555,0,2
7.8,0.41,0.6400000000000001,1.7,0.10800000000000001,18.0,69.0,0.9973,3.08,0.855,9.3,5,red,medium,8.209999999999999,51.0,0.18277604558649607,0.10722502956671325,0.260865784553847,2.664719246997728,0,2
6.2,0.63,0.31,1.7,0.088,15.0,64.0,0.9969,3.46,0.79,9.3,5,red,medium,6.83,49.0,0.18277604558649607,0.10718202343833996,0.23437133794784454,1.973418087258018,0,2
8.0,0.33,0.53,2.5,0.091,18.0,80.0,0.9976,3.37,0.8,9.6,6,red,medium,8.33,62.0,0.26038954275596293,0.10390584314133945,0.2249971875351558,2.471076831800653,0,2
8.1,0.6799999999999999,0.52,2.0,0.10800000000000001,37.0,153.0,0.9969,3.21,0.69,9.3,5,red,medium,8.885,116.0,0.21503064186646598,0.10718202343833996,0.24182848478114521,2.76705076300218,0,2
7.8,0.56,0.19,1.8,0.104,12.0,47.0,0.9964,3.19,0.855,9.5,5,red,medium,8.36,35.0,0.1894537417113988,0.1048731712451321,0.2553137167294313,2.619868379818239,0,2
8.4,0.62,0.09,2.2,0.084,11.0,108.0,0.9964,3.15,0.66,9.8,5,red,medium,9.02,97.0,0.2244668911335578,0.10166309560248954,0.10185090878788158,2.8625833068867026,0,2
8.4,0.6,0.1,2.2,0.085,14.0,111.0,0.9964,3.15,0.66,9.8,5,red,medium,9.0,97.0,0.2244668911335578,0.10166309560248954,0.12612498986495616,2.856236115518883,0,2
9.65,0.31,0.44,2.3,0.08,22.0,46.0,0.9988,3.32,0.67,9.7,6,red,medium,10.165,24.0,0.23708895990104115,0.10295845789093909,0.4782504728158084,3.1345980126467934,0,2
9.4,0.4,0.31,2.2,0.09,13.0,62.0,0.9966,3.07,0.63,10.5,6,red,medium,9.8,49.0,0.20950385677554523,0.09490524711932198,0.20967403751552396,3.191142950179095,0,2
8.3,0.54,0.28,1.9,0.077,11.0,40.0,0.9978,3.39,0.61,10.0,6,red,medium,8.84,29.0,0.18998100189981001,0.09977002299770024,0.27499312517187074,2.606900619286346,0,2
7.8,0.56,0.12,2.0,0.082,7.0,28.0,0.997,3.37,0.5,9.4,6,red,medium,8.36,21.0,0.21274332517817254,0.106052547601319,0.2499910717474376,2.4799762681696826,0,2
8.8,0.55,0.04,2.2,0.10800000000000001,14.0,56.0,0.9962,3.21,0.6,10.9,6,red,medium,9.350000000000001,42.0,0.20181634712411708,0.09138611136592974,0.2499955357940037,2.9118654624727505,0,2
7.0,0.6799999999999999,0.08,1.8,0.097,22.0,89.0,0.9959,3.34,0.54,9.2,6,red,medium,7.6899999999999995,67.0,0.19563090968373006,0.10823823497445931,0.2471882338400692,2.301706076025142,0,2
7.3,0.6799999999999999,0.09,1.7,0.10800000000000001,10.0,89.0,0.9962,3.3,0.57,9.0,5,red,medium,8.37,79.0,0.18886790356627042,0.11067659148983447,0.11235828810912236,2.5355952741593457,0,2
7.3,0.6799999999999999,0.0,2.5,0.075,3.0,13.0,0.998,3.49,0.52,9.2,5,red,medium,7.995,10.0,0.2717095967829584,0.108466471035757,0.2307514806553342,2.290174735032942,0,2
8.0,0.6799999999999999,0.0,2.6,0.08,11.0,34.0,0.9976,3.44,0.53,9.5,5,red,medium,8.71,23.0,0.2736554046942427,0.10499947373960637,0.32351989647363316,2.531240918337693,0,2
7.8,0.5,0.17,1.6,0.082,21.0,102.0,0.996,3.39,0.48,9.5,5,red,medium,8.3,81.0,0.16840332596568783,0.10483107041364068,0.20588033450652443,2.447655558832203,0,2
9.0,0.62,0.04,1.9,0.10800000000000001,27.0,90.0,0.9984,3.16,0.7,9.4,5,red,medium,9.62,63.0,0.2021061589192639,0.10620146792894372,0.2999966667037033,3.0433407149636187,0,2
8.2,0.6799999999999999,0.0,1.7,0.081,3.0,12.0,0.9964,3.53,0.49,10.9,5,red,medium,9.53,9.0,0.15594899550499955,0.09140445830657737,0.24997916840263312,2.6989521382044748,0,2
8.1,0.6799999999999999,0.0,1.8,0.082,3.0,12.0,0.9964,3.54,0.48,10.9,5,red,medium,9.43,9.0,0.16512246582882306,0.09140445830657737,0.24997916840263312,2.663089522733691,0,2
8.0,0.59,0.16,1.8,0.065,3.0,16.0,0.9962,3.42,0.855,10.5,7,red,high,8.59,13.0,0.1714122464527188,0.09486715550899914,0.18748828198237608,2.5109617071031862,0,0
6.1,0.38,0.15,1.8,0.072,6.0,19.0,0.9955,3.42,0.57,9.4,5,red,medium,6.4799999999999995,13.0,0.1914689926603553,0.10589299010743539,0.3157728540603126,1.8941829874305758,0,2
8.0,0.6799999999999999,0.56,2.0,0.10800000000000001,30.0,134.0,0.9968,3.24,0.66,9.4,5,red,medium,8.745,104.0,0.21274332517817254,0.1060312732688012,0.22387892627666958,2.698241283554458,0,2
5.6,0.5,0.09,2.3,0.049,17.0,99.0,0.9937,3.63,0.63,13.0,5,red,medium,6.1,82.0,0.1769094685024229,0.07643258210906854,0.17171543721780588,1.6799779675020656,0,2
6.6,0.5,0.01,1.5,0.06,17.0,26.0,0.9952,3.4,0.58,9.8,6,red,medium,7.1,9.0,0.15304560759106214,0.10154065911641669,0.5736533145840597,2.087621287856513,0,2
7.9,0.6799999999999999,0.05,2.2,0.084,13.0,29.0,0.9959,3.22,0.55,9.9,6,red,medium,8.940000000000001,16.0,0.2221997778002222,0.1005857994142006,0.4482604048136271,2.7755355479664705,0,2
8.4,0.6799999999999999,0.11,1.9,0.09,16.0,63.0,0.9965,3.19,0.82,9.6,5,red,medium,9.145,47.0,0.19789605249453182,0.10379127174252684,0.25396422279011444,2.8658727671576307,0,2
8.3,0.6799999999999999,0.15,1.8,0.089,10.0,52.0,0.9968,3.23,0.77,9.5,5,red,medium,9.015,42.0,0.1894537417113988,0.10491527207662352,0.19230399415395857,2.7901578458681526,0,2
7.2,0.415,0.36,2.0,0.081,13.0,45.0,0.9972,3.48,0.64,9.2,5,red,medium,7.615,32.0,0.21736767742636673,0.10837952396478645,0.2888824692784605,2.18758977305372,0,2
7.8,0.56,0.19,2.1,0.081,15.0,105.0,0.9962,3.33,0.54,9.5,5,red,medium,8.36,90.0,0.22102936532996528,0.10485212082938639,0.1428557823258826,2.5097568297808466,0,2
7.8,0.56,0.19,2.0,0.081,17.0,108.0,0.9962,3.32,0.54,9.5,5,red,medium,8.36,91.0,0.2105041574571098,0.10485212082938639,0.15740594994490792,2.5173140620295094,0,2
5.2,0.34,0.0,1.8,0.05,27.0,63.0,0.9916,3.68,0.79,14.0,6,red,medium,5.54,36.0,0.128562245553889,0.07082351260624242,0.4285646259583181,1.5050258082042922,0,2
6.3,0.39,0.08,1.7,0.066,3.0,20.0,0.9954,3.34,0.58,9.4,5,red,medium,6.6899999999999995,17.0,0.18083182640144665,0.10588235294117647,0.14999250037498124,2.002394492666866,0,2
8.1,0.67,0.55,1.8,0.10800000000000001,32.0,141.0,0.9968,3.17,0.62,9.4,5,red,medium,8.77,109.0,0.1914689926603553,0.1060312732688012,0.22694874504436138,2.7656890570797854,0,2
5.8,0.6799999999999999,0.02,1.8,0.087,21.0,94.0,0.9944,3.54,0.52,10.0,5,red,medium,6.4799999999999995,73.0,0.17998200179982005,0.09943005699430058,0.22340187870341804,1.8299915278170007,0,2
7.6,0.49,0.26,1.6,0.10800000000000001,10.0,88.0,0.9968,3.11,0.8,9.3,5,red,medium,8.09,78.0,0.17202451349317277,0.10717127190624665,0.11363507232872352,2.6004500160720028,0,2
6.9,0.49,0.1,2.3,0.074,12.0,30.0,0.9959,3.42,0.58,10.2,6,red,medium,7.390000000000001,18.0,0.2254680913635918,0.09762768356043526,0.39998666711109626,2.160187079801228,0,2
